Rank,Word,Part of Speech,English Translation,Phrase,English Phrase
3970,molestia,nf,"bother, nuisance, trouble",En cuando no sea un molestia; gracias.,As long as it’s not a bother; thank you.
3971,resonar,v,"to resound, ring, echo",como un eco que sin querer resuena,like an echo that reverberates by itself
3972,trescientos,num,three hundred,estaba a trescientos kilómetros,it was three hundred kilometers away
3973,desprecio,nm,"contempt, disdain",no pude ocultar mi mal humor ni mi desprecio por ese hombre,I couldn’t hide my bad mood nor my contempt for that man
3974,compás,nm,"rhythm, time, compass","los ruidos en la casa y allá afuera, el compás de la lluvia","the noises in the house and out there, the rhythm of the rain"
3975,trigo,nm,wheat,"se necesita trigo, agua y levadura para hacer pan","you need wheat, water, and yeast to make bread"
3976,transparencia,nf,"transparency, slide",disminuye la radiación solar y la transparencia del aire,it reduces solar radiation and air transparency
3977,economista,nm/f,economist,el economista que trabajaba en el Banco Central,the economist who worked at the Central Bank
3978,remediar,v,"to heal, cure",ningún milagro podía remediar la tiniebla de sus ojos,no miracle could heal the darkness of his eyes
3979,proveniente,adj,coming from,la plata que entró en Europa era proveniente del Nuevo Mundo,the silver that entered Europe came from the New World
3980,suscitar,v,"to arouse, provoke",la pintura siempre suscitaba una respuesta en ella,the painting always aroused a response from her
3981,funcional,adj,functional,triunfó por la simplicidad funcional de su diseño,he won because of the functional simplicity of his design
3982,biología,nf,biology,serán analizados en el laboratorio de biología molecular,they will be analyzed in the molecular biology lab
3983,remitir,v,to remit,mi doctor me remitió a otro doctor a hablar de mi problema,my doctor referred me to another doctor to talk about my problem
3984,terrorista,nc,terrorist,cualquier país ha sufrido ataques terroristas,every country has suffered terrorist attacks
3985,aniversario,nm,anniversary,Celebramos el 25 aniversario de la primera pisada en la Luna.,We celebrated the 25th anniversary of the first landing on the Moon.
3986,expediente,nm,"dossier, proceedings","hay un informe jurídico, que revisa el expediente, firmado por él","there is a legal report signed by him, which reviews the proceedings, signed by him"
3987,teñir,v,to dye,hace poco me atrevi a teñir mi pelo,a little while ago I got up the courage to dye my hair
3988,pretensión,nf,"pretension, claim, aspiration",tenía pretensión de que era capaz de todo,he had the aspiration to be able to do everything
3989,guerrilla,nf,guerrilla,la incursión de las guerrillas y los paramilitares,the invasion of the guerillas and the militias
3990,recto,adj,"right, straight, honest",Ignacio tomó una regla de ángulo recto de madera,Ignacio took a wooden straight angle ruler
3991,bíblico,adj,biblical,el papa respondió citando el libro bíblico de David,the Pope responded by citing the biblical book of David
3992,engaño,nm,"deceit, falsehood, hoax",¡Estoy harta de tu engaño y mentiras!,I am fed up with your deceit and lies!
3993,insinuar,v,"to insinuate, hint",nadie me pidió ni insinuó que abordara ese tema,nobody asked nor hinted for me to address that topic
3994,adónde,adv,to where?,si pudiera hacer otro viaje ¿adónde iría?,"if you could go on another trip, where would you go?"
3995,balón,nm,ball,Hay niñas que recién han empezado a patear un balón.,There are girls who have barely begun to kick the ball.
3996,pilar,nm,"pillar, column",la observaba detrás de un pilar de madera,he watched her from behind a wooden pillar
3997,suspiro,nm,sigh,"según la tradición, el apóstol Pedro murió en ese sitio","according to tradition, the apostle Peter died at that site"
3998,célebre,adj,"famous, renowned",organizaba todos los años un célebre concurso de cuentos,every year I organized a famous competition of short stories
3999,prohibición,nf,prohibition,violando la prohibición estricta de no fumar,violating the strict prohibition of not smoking
4000,recepción,nf,"reception, waiting room","por favor, espere en la recepción hasta que el doctor está listo","please, wait in the waiting room until the doctor is ready"
4001,oficialmente,adv,officially,el museo será reinaugurado oficialmente en fechas próximas,the museum will be officially re-inaugurated soon
4002,informativo,adj,informative,el folleto era bien informativo y tenía todo lo que yo buscaba,the flyer was very informative and it had everything I was looking for
4003,manifiesto,nm,poner de m.: to show,Publicaron el manifesto este verano.,They published the manifesto this summer.
4004,colina,nf,"hill, slope",el jeep trepaba la colina sin dificultad,the jeep climbed with hill without difficulty
4005,descendiente,nc,descendant,es una típica descendiente de árabes: tiene una tez olivácea,she is a typical Arab descendant: she has an olive complexion
4006,manta,nf,blanket,les enrollaba la manta o el poncho alrededor del cuello,she would wrap the blanket or the poncho around their necks
4007,realista,adj,realistic,Me gusta mucho el arte realista del siglo 19.,I really like the realistic art of the 19th century.
4008,guante,nm,glove,siempre lleva guantes en el inviero por el frío,she always wears gloves during the winter because of the cold
4009,petrolero,adj,"oil, petroleum",en las comunidades amazónicas se realizan exploración petrolera,oil exploration is being carried out in Amazon communities
4010,show,nm,"show, display",La estrella del show televisivo ya empezará su trayectoria musical.,The superstar from the TV show will now begin her musical career.
4011,opositor,nm/f,opponent,gritan rabiosos los opositores al Presidente,the president’s opponents yell furiously
4012,marítimo,adj,"maritime, marine",el comercio marítimo internacional equivale a 1.500 metros cúbicos,"international maritime business is equivalent to 1,500 cubic meters"
4013,raya,nf,"line, ray, stripe",esculpió una raya en la madera,he carved a line in the wood
4014,preservar,v,to preserve,hay que preservar el español de los antepasados,you have to preserve the Spanish of your ancestors
4015,cañón,nm,"canyon, cannon",mi hermano se casó con su esposa en el cañón de roca roja en Nevada,my brother married his wife in Red Rock Canyon in Nevada
4016,capricho,nm,"caprice, whim",no creáis que esto lo hacemos por mero capricho,you don’t believe that we do this for a mere whim
4017,nido,nm,nest,el cuco cría a sus polluelos en nido ajeno,the cuckoo raises its young in the nest of others
4018,almorzar,v,to have lunch,era la hora de almorzar una comida ligera,it was time to have a light lunch
4019,murmullo,nm,"murmur, whispering","solo se ha escuchado una pequeña protesta, casi un murmullo","there has only been a small protest, almost a murmur"
4020,terremoto,nm,earthquake,todo vibra porque un terremoto es muy fuerte,everything shakes because an earthquake is very strong
4021,sereno,adj,"serene, calm",ya está muy sereno tras la tormenta,it is already very calm after the storm
4022,monarquía,nf,monarchy,Los británicos llegaron a ser una monarquía constitucional.,The British became a constitutional monarchy.
4023,analista,nc,analyst,Muchos analistas creen que es una guerra entre Irán y sus rivales árabes.,Many analysts believe that it’s a war between Iran and their Arab rivals.
4024,carreta,nf,"cart, wagon",la carreta dejará de mover se porque ha cesado la fuerza que hacían los bueyes,the cart will stop moving because the oxen have stopped pulling it
4025,retiro,nm,"withdrawal, retreat",el retiro espiritual me ayudará a recuperar,the spiritual retreat will help me recover
4026,disputa,nf,"dispute, argument, quarrel",refleja tensiones por la disputa de la candidatura presidencial,it reflects tensions over the disputed presidential candidacy
4027,costarricense,adj,Costa Rican,querían cambiar la vida urbana del pueblo costarricense,they wanted to change urban life for the Costa Rican people
4028,consuelo,nm,"comfort, consolation",le murmuraba que hay un consuelo para cada dolor,he murmured that there is a relief for every pain
4029,graduar,v,"to adjust, graduate",los estudiantes que aspiran a graduarse de bachilleres se esfuerzan más,the students who intend to graduate from high school work harder
4030,olímpico,adj,"Olympic, Olympian","el popular boxeador chino, doble campeón Olímpico","the popular Chinese boxer, two-time Olympic champion"
4031,química,nf,"chemistry, chemist","los conceptos que pertenecen a la física, a la química y a la mecánica","concepts that pertain to physics, chemistry, and mechanics"
4032,sugerencia,nf,suggestion,"habíamos recibido la sugerencia, el deseo, incluso la petición directa","we had received the suggestion, the wish, including the direct request"
4033,dinámico,adj,dynamic,"un mundo efervescente, dinámico, rico en posibilidades","an effervescent, dynamic world, full of possibilities"
4034,verter,v,"to pour, spill, shed",el devota vierte agua sobre la imagen de Buda,the devotee pours water over the Buddha statue
4035,frecuentemente,adv,"frequently, often",suelo pensar frecuentemente en mi familia,I usually think about my family frequently
4036,interrogar,v,"to question, interrogate",comienzo a interrogar a todos los criminales,I am beginning to question all of the criminals
4037,irregular,adj,irregular,"Fue por un recorrido irregular, con curvas periódicas en sus trayectorias.","It went by an irregular path, with recurring curves in its trajectory."
4038,rematar,v,"to finish off, finish up",era el momento de rematar el cuento,it was the moment to finish up the story
4039,creatividad,nf,creativity,celebrando la creatividad e innovación en los medios latinoamericanos,celebrating the creativity and innovations of Latin American media
